student_id,gender,ssc_percentage,hsc_percentage,degree_percentage,cgpa,entrance_exam_score,technical_skill_score,soft_skill_score,internship_count,live_projects,work_experience_months,certifications,attendance_percentage,backlogs,extracurricular_activities,placement_status,salary_package_lpa
3752,Male,62,77,88,5.7,58,47,67,1,4,10,3,68,2,Yes,1,4.16
3753,Female,72,86,65,8.62,45,55,78,4,1,3,3,98,3,No,0,0.0
3754,Female,92,84,88,8.25,44,51,44,3,3,13,3,87,3,No,0,0.0
3755,Female,63,94,62,8.35,58,52,59,5,0,2,4,70,3,Yes,0,0.0
3756,Male,50,73,87,9.4,93,91,66,2,5,1,0,76,5,No,0,0.0
3757,Female,89,83,76,8.21,81,99,84,0,3,24,3,65,4,Yes,0,0.0
3758,Female,80,82,67,8.35,48,43,69,1,4,8,3,61,1,Yes,0,0.0
3759,Male,52,68,65,7.71,58,54,90,2,4,9,0,99,4,No,0,0.0
3760,Male,95,59,61,6.75,97,69,80,1,1,17,5,90,4,Yes,0,0.0
3761,Male,95,71,87,8.24,74,52,80,0,2,21,2,93,4,No,0,0.0
3762,Male,51,57,56,9.47,59,58,58,3,3,18,4,74,0,No,1,11.56
3763,Male,61,93,51,9.27,85,61,89,0,1,18,2,95,5,Yes,1,10.77
3764,Male,75,51,64,9.67,95,71,77,4,4,18,4,61,4,Yes,0,0.0
3765,Male,79,81,66,8.51,82,41,93,2,1,2,4,65,5,Yes,0,0.0
3766,Female,57,55,68,6.49,85,58,94,2,2,24,4,77,4,No,0,0.0
3767,Female,87,75,86,6.57,88,97,47,3,0,17,0,61,1,Yes,0,0.0
3768,Male,90,94,61,6.3,44,41,46,3,3,14,0,84,3,Yes,0,0.0
3769,Female,65,57,50,7.17,47,50,82,4,3,23,4,88,3,Yes,0,0.0
3770,Male,87,82,89,9.74,52,79,99,4,5,0,5,87,3,Yes,0,0.0
3771,Male,61,89,72,8.17,98,49,60,0,1,20,0,82,0,Yes,0,0.0
3772,Male,84,82,63,5.54,74,57,69,5,4,17,0,81,1,Yes,0,0.0
3773,Female,69,69,63,9.41,71,60,94,1,1,2,1,85,0,No,1,9.32
3774,Male,69,88,69,9.12,64,60,84,2,4,21,5,80,0,No,1,14.46
3775,Female,84,73,73,8.28,69,98,64,2,2,2,3,85,1,No,1,7.36
3776,Male,70,70,81,8.62,58,57,52,3,1,6,4,75,2,No,1,7.54
3777,Male,92,93,94,8.07,88,70,94,0,0,7,1,64,4,No,0,0.0
3778,Female,95,71,88,8.21,49,43,92,1,5,8,2,87,1,No,1,14.8
3779,Female,66,91,90,6.71,56,53,69,3,4,18,4,90,5,No,0,0.0
3780,Male,56,92,70,9.72,86,42,64,3,2,20,1,83,5,No,0,0.0
3781,Female,61,75,70,8.6,77,65,59,3,3,13,2,76,3,No,1,4.18
3782,Male,88,70,89,8.71,57,89,80,2,3,14,1,97,5,Yes,0,0.0
3783,Female,91,61,66,6.89,87,59,55,5,4,18,3,93,3,No,0,0.0
3784,Female,72,93,85,6.7,84,78,55,5,4,0,4,81,2,No,1,14.65
3785,Female,86,74,68,6.54,77,89,74,1,0,17,4,94,4,Yes,1,13.65
3786,Male,60,85,95,8.15,87,81,43,1,5,21,5,81,4,No,0,0.0
3787,Female,61,89,95,9.24,56,69,97,4,1,22,0,80,5,No,0,0.0
3788,Female,91,91,77,5.86,63,56,80,0,0,5,1,61,0,No,1,5.71
3789,Male,95,52,92,7.25,63,46,99,0,0,12,2,81,4,No,0,0.0
3790,Female,90,81,81,7.23,74,93,94,0,1,13,3,80,3,Yes,0,0.0
3791,Male,89,76,86,6.57,67,69,48,4,3,2,0,67,1,Yes,0,0.0
3792,Male,53,51,90,6.55,86,93,77,0,3,11,0,81,5,Yes,0,0.0
3793,Female,66,57,59,5.88,97,58,57,3,1,12,0,76,0,Yes,0,0.0
3794,Female,72,59,75,9.32,91,63,42,1,5,1,1,60,1,No,0,0.0
3795,Male,68,58,90,5.62,42,49,89,0,5,7,2,99,1,No,0,0.0
3796,Female,94,59,74,6.01,48,95,90,5,0,24,3,63,5,Yes,0,0.0
3797,Male,91,72,61,6.63,48,56,99,4,1,15,5,68,0,No,1,10.02
3798,Female,88,94,65,5.89,69,95,88,3,3,8,2,89,1,No,1,8.12
3799,Male,57,76,74,8.77,94,66,98,5,4,22,5,67,1,Yes,1,9.26
3800,Female,63,74,60,7.82,80,43,51,4,2,2,3,77,5,No,0,0.0
3801,Male,74,56,72,9.08,54,92,48,3,2,5,4,99,3,Yes,0,0.0
3802,Male,71,53,86,9.23,80,58,68,5,2,20,5,61,4,Yes,1,14.54
3803,Male,88,90,88,7.46,99,80,93,5,3,22,4,67,2,Yes,1,8.41
3804,Male,82,58,53,6.33,44,48,58,4,2,21,0,62,4,Yes,0,0.0
3805,Female,88,58,65,8.19,90,87,60,2,3,13,5,67,1,Yes,1,11.46
3806,Female,81,69,77,9.53,78,52,57,1,3,3,1,61,4,Yes,0,0.0
3807,Male,84,91,89,9.62,46,78,49,2,3,6,5,88,3,Yes,1,10.13
3808,Male,79,56,75,8.57,42,58,50,1,0,3,2,73,2,No,0,0.0
3809,Female,77,70,55,6.51,73,93,83,0,1,17,2,64,5,No,0,0.0
3810,Male,67,87,63,7.84,56,86,84,0,0,0,4,96,0,Yes,1,5.38
3811,Male,85,57,74,7.1,41,61,59,2,3,12,2,69,5,No,1,5.08
3812,Female,63,75,80,5.53,96,57,57,3,4,8,1,74,3,No,0,0.0
3813,Male,87,65,90,5.66,96,96,89,2,4,14,3,83,4,Yes,0,0.0
3814,Male,58,91,51,7.76,48,46,94,0,0,7,1,80,0,No,1,12.82
3815,Female,85,67,91,7.8,69,71,88,2,3,7,0,66,4,Yes,0,0.0
3816,Female,60,66,59,8.3,89,48,76,3,4,19,4,80,3,No,0,0.0
3817,Male,81,75,62,7.66,63,60,79,3,3,17,1,84,4,Yes,1,8.08
3818,Male,56,60,85,7.53,58,47,40,3,3,5,2,91,4,Yes,0,0.0
3819,Female,73,81,85,5.75,94,41,96,0,2,4,4,97,0,No,0,0.0
3820,Male,93,93,65,6.65,53,63,52,0,1,19,0,83,2,No,0,0.0
3821,Female,95,77,68,6.93,50,59,93,1,3,15,0,72,3,Yes,0,0.0
3822,Female,64,67,65,6.07,81,59,69,4,1,5,5,82,2,Yes,1,8.1
3823,Male,73,87,85,9.75,75,88,82,3,4,23,2,96,2,Yes,1,8.36
3824,Male,93,69,94,8.91,92,76,63,4,0,16,3,79,2,Yes,1,6.18
3825,Male,82,54,86,6.36,74,64,82,5,5,4,2,80,5,No,1,13.09
3826,Female,85,95,79,7.83,69,57,79,3,1,19,4,70,5,Yes,0,0.0
3827,Female,71,59,91,6.36,53,72,59,5,4,15,4,84,4,Yes,0,0.0
3828,Male,55,87,61,6.22,45,85,42,2,1,17,4,97,4,No,0,0.0
3829,Female,82,81,53,6.75,65,99,61,2,1,7,4,72,4,No,0,0.0
3830,Male,64,55,51,6.44,87,89,67,2,3,1,4,97,2,No,0,0.0
3831,Female,68,71,65,7.46,85,67,55,1,0,4,2,72,4,Yes,0,0.0
3832,Female,83,81,63,5.9,62,50,95,3,3,18,4,64,3,No,0,0.0
3833,Male,53,74,83,8.59,74,74,97,0,0,9,1,98,3,Yes,0,0.0
3834,Male,66,78,75,8.95,67,55,74,3,1,21,0,68,5,Yes,0,0.0
3835,Female,72,88,69,7.31,41,55,70,5,3,3,3,71,4,No,0,0.0
3836,Male,84,69,61,8.18,99,81,48,1,4,12,4,92,3,Yes,0,0.0
3837,Male,87,76,89,5.94,76,56,82,1,3,11,3,93,0,No,0,0.0
3838,Female,93,54,90,6.52,92,46,93,2,4,11,1,74,1,Yes,0,0.0
3839,Female,86,69,69,8.93,83,82,72,5,3,21,4,65,4,No,0,0.0
3840,Male,64,72,67,9.66,87,69,76,1,3,10,2,70,0,Yes,1,3.91
3841,Female,67,93,70,5.62,87,95,55,1,2,1,5,85,3,Yes,0,0.0
3842,Female,92,87,95,7.71,53,46,82,4,1,7,2,67,2,Yes,1,3.39
3843,Male,86,66,87,7.69,50,56,81,1,2,5,3,88,2,No,1,9.31
3844,Male,84,56,64,7.08,73,96,40,5,4,17,2,92,4,Yes,0,0.0
3845,Male,92,78,91,8.66,79,91,80,3,5,18,5,89,0,No,1,12.71
3846,Female,79,52,71,9.41,53,63,94,3,0,7,4,67,5,Yes,0,0.0
3847,Male,54,79,90,5.53,88,43,93,2,2,6,2,67,5,No,0,0.0
3848,Male,89,78,59,7.91,88,65,69,0,5,19,5,70,2,No,1,14.5
3849,Female,60,91,62,7.15,67,64,51,4,2,10,0,66,4,No,0,0.0
3850,Male,88,80,83,7.72,41,87,60,4,3,0,2,81,2,No,0,0.0
3851,Male,90,74,64,8.96,57,84,44,4,5,14,3,65,3,No,0,0.0
3852,Female,71,56,82,8.75,87,88,51,4,3,19,2,67,0,Yes,1,7.22
3853,Female,89,85,62,7.76,78,92,42,1,1,16,0,96,0,Yes,0,0.0
3854,Female,86,59,80,8.23,45,42,96,4,0,5,2,78,3,No,0,0.0
3855,Male,63,60,62,5.9,83,65,72,3,4,21,4,75,5,Yes,1,4.63
3856,Female,83,94,77,7.64,54,72,80,2,3,14,1,60,0,No,1,3.59
3857,Female,95,61,66,7.18,79,64,59,3,0,14,1,84,3,No,0,0.0
3858,Male,69,78,62,7.82,97,76,42,5,0,7,0,70,3,No,1,11.03
3859,Female,84,78,79,7.54,78,58,45,5,1,9,3,75,2,No,0,0.0
3860,Male,59,92,56,7.03,98,60,94,2,5,16,4,88,5,Yes,0,0.0
3861,Male,92,87,60,6.01,73,40,95,1,2,16,0,61,4,No,0,0.0
3862,Male,55,89,87,7.62,61,45,75,4,0,20,1,79,5,Yes,0,0.0
3863,Male,91,57,54,7.67,50,96,48,2,4,12,1,94,2,Yes,1,13.29
3864,Female,51,81,88,5.68,98,70,42,4,3,17,2,60,5,No,0,0.0
3865,Female,74,82,71,9.55,92,80,85,3,5,1,1,68,4,Yes,0,0.0
3866,Male,83,82,66,6.8,90,49,52,5,1,13,1,94,3,Yes,0,0.0
3867,Male,82,76,66,7.29,48,87,42,3,4,12,3,70,5,No,0,0.0
3868,Female,68,83,68,9.75,48,98,62,5,3,12,2,86,1,Yes,1,13.65
3869,Female,69,61,56,6.5,71,77,42,1,0,10,1,65,2,No,0,0.0
3870,Male,84,69,77,7.73,65,75,56,2,5,8,3,70,1,Yes,1,7.77
3871,Male,78,90,58,6.17,65,66,97,1,1,24,4,86,5,No,0,0.0
3872,Female,72,77,95,9.43,44,76,76,3,1,7,3,73,0,Yes,1,14.02
3873,Female,91,79,54,9.72,92,75,63,5,0,24,5,89,1,No,1,3.48
3874,Male,50,69,67,6.06,40,82,88,0,1,6,2,82,3,No,0,0.0
3875,Female,50,67,73,6.26,55,47,83,2,4,16,0,66,3,No,1,13.75
3876,Male,93,81,63,8.05,83,55,48,3,2,1,0,71,5,No,0,0.0
3877,Male,56,53,52,6.66,74,70,90,1,0,1,1,72,0,No,1,7.07
3878,Male,59,60,94,6.86,52,63,57,3,1,20,3,62,4,Yes,0,0.0
3879,Male,80,90,84,7.37,99,73,67,1,0,14,0,78,2,No,1,13.71
3880,Male,91,73,72,9.53,50,69,67,4,3,21,4,62,4,Yes,0,0.0
3881,Female,56,85,94,5.72,51,85,89,1,4,19,5,71,4,Yes,0,0.0
3882,Female,57,94,68,6.93,87,40,84,0,2,13,5,65,3,No,0,0.0
3883,Female,67,76,74,8.82,65,92,94,4,0,14,2,96,5,No,0,0.0
3884,Female,50,87,75,5.62,92,73,51,4,5,21,2,78,1,Yes,0,0.0
3885,Male,67,94,63,6.05,46,41,58,5,1,5,2,70,2,No,1,13.51
3886,Male,83,56,51,7.55,85,85,55,4,2,3,1,92,0,No,1,13.77
3887,Female,89,75,77,6.49,61,80,46,1,2,8,3,95,2,No,0,0.0
3888,Male,68,78,90,8.35,93,87,84,1,5,9,5,87,1,Yes,1,5.77
3889,Male,68,54,84,8.01,70,97,60,4,3,4,4,98,1,Yes,1,12.0
3890,Female,65,92,51,6.53,86,45,44,0,1,18,4,86,1,No,1,12.72
3891,Female,58,60,58,8.9,80,82,71,1,0,7,2,82,0,No,1,8.39
3892,Female,63,68,56,9.57,95,52,96,5,1,20,3,81,1,Yes,1,8.22
3893,Female,70,51,62,7.67,47,62,86,4,2,21,0,75,3,Yes,0,0.0
3894,Male,86,72,74,6.63,81,89,42,4,4,7,0,96,3,Yes,0,0.0
3895,Male,66,69,55,8.08,64,92,53,5,1,14,5,94,3,No,0,0.0
3896,Female,89,83,75,7.18,80,49,78,5,1,22,0,96,1,No,0,0.0
3897,Male,75,80,84,5.65,57,73,47,5,5,1,0,87,2,Yes,0,0.0
3898,Female,55,94,81,5.69,87,80,61,3,5,0,2,92,2,Yes,0,0.0
3899,Male,75,68,71,8.51,98,78,60,1,1,9,0,96,5,No,0,0.0
3900,Male,79,72,84,5.71,63,93,84,0,3,7,1,87,4,Yes,0,0.0
3901,Male,57,51,85,8.27,77,85,84,5,4,17,1,94,0,Yes,1,3.03
3902,Female,91,67,78,8.98,53,49,95,2,4,20,3,61,1,Yes,1,12.35
3903,Male,69,72,93,6.6,79,72,83,1,5,4,4,94,1,No,1,13.63
3904,Female,85,77,64,8.6,73,72,63,0,3,20,0,92,1,Yes,0,0.0
3905,Female,66,82,68,6.17,75,86,60,2,0,8,3,98,3,No,0,0.0
3906,Female,89,78,70,9.6,86,91,82,1,5,10,0,68,4,No,0,0.0
3907,Female,81,79,71,8.61,64,50,46,5,3,22,3,84,5,No,0,0.0
3908,Male,50,75,68,9.76,49,62,65,4,3,17,5,91,5,Yes,0,0.0
3909,Female,75,87,81,5.93,55,41,51,2,3,2,4,61,0,Yes,0,0.0
3910,Female,84,59,76,7.47,63,49,86,3,5,10,4,86,3,No,0,0.0
3911,Male,50,54,61,5.76,61,64,69,4,2,6,5,99,3,Yes,0,0.0
3912,Female,91,83,55,9.59,71,83,52,3,0,24,2,99,5,Yes,0,0.0
3913,Male,64,67,72,8.29,89,84,99,4,1,24,0,94,1,Yes,1,5.21
3914,Male,81,68,57,8.39,74,94,68,1,5,5,4,91,2,No,1,4.65
3915,Male,52,86,57,9.64,81,93,52,2,0,24,2,79,3,Yes,0,0.0
3916,Female,79,71,93,6.43,98,43,93,0,0,24,2,63,2,Yes,0,0.0
3917,Female,78,58,59,9.45,89,50,96,2,2,12,5,72,0,No,1,4.12
3918,Female,78,76,69,8.3,83,86,66,3,5,5,4,93,5,Yes,0,0.0
3919,Female,64,90,79,6.75,75,91,81,3,0,18,0,60,0,Yes,1,12.87
3920,Male,69,95,63,7.33,59,62,85,1,5,22,3,63,4,Yes,0,0.0
3921,Male,61,94,82,8.22,94,61,92,1,5,10,5,77,3,No,0,0.0
3922,Female,56,95,73,8.41,71,86,66,1,3,8,0,87,0,Yes,1,14.63
3923,Female,80,89,53,8.3,63,68,82,0,1,0,1,89,4,Yes,0,0.0
3924,Female,71,81,57,6.26,80,57,72,5,2,5,4,66,4,Yes,0,0.0
3925,Female,75,67,82,6.02,48,52,69,0,3,19,0,80,4,Yes,0,0.0
3926,Female,65,79,71,8.98,49,53,94,2,2,14,3,88,1,Yes,1,9.15
3927,Male,93,89,92,7.66,68,69,76,3,1,15,1,85,3,No,0,0.0
3928,Male,54,52,79,6.82,64,47,64,2,4,4,5,65,5,No,0,0.0
3929,Female,66,74,84,6.95,67,72,98,4,2,16,2,70,2,Yes,1,4.67
3930,Male,58,56,89,5.65,61,91,42,3,1,17,0,89,5,Yes,0,0.0
3931,Male,81,52,68,5.92,47,94,73,2,3,1,3,77,1,Yes,1,5.67
3932,Male,86,77,64,9.54,96,59,97,5,1,17,0,82,0,No,1,13.66
3933,Male,56,93,85,8.14,88,74,86,5,4,5,2,89,2,No,0,0.0
3934,Female,57,66,61,5.56,57,87,69,2,0,7,4,91,1,Yes,1,7.87
3935,Male,65,55,83,5.53,65,81,42,5,3,22,1,89,2,Yes,0,0.0
3936,Male,87,94,52,8.24,82,67,71,2,5,6,4,86,5,No,0,0.0
3937,Female,64,84,77,5.76,63,64,62,4,0,5,0,77,3,Yes,0,0.0
3938,Male,88,80,76,6.07,74,53,64,2,5,20,4,78,5,No,0,0.0
3939,Male,64,94,50,6.57,94,74,71,3,2,4,0,78,3,No,0,0.0
3940,Male,77,51,73,9.04,67,85,99,0,4,13,0,68,3,Yes,0,0.0
3941,Male,70,93,90,6.67,53,63,62,2,3,6,1,89,5,No,0,0.0
3942,Male,91,90,50,8.43,59,54,83,5,0,0,3,71,0,Yes,1,6.19
3943,Male,58,72,86,6.67,83,59,94,5,1,9,1,81,3,No,0,0.0
3944,Female,66,88,92,8.5,56,54,58,0,4,18,2,87,3,No,0,0.0
3945,Male,83,54,69,6.22,61,67,82,3,5,13,3,79,3,Yes,0,0.0
3946,Female,85,74,84,7.45,67,68,58,5,0,19,1,84,0,Yes,1,13.71
3947,Female,87,94,56,5.56,85,70,44,1,1,20,0,94,1,Yes,0,0.0
3948,Male,89,72,55,8.03,42,53,56,3,3,10,5,85,1,Yes,1,10.38
3949,Female,95,85,82,9.16,53,63,51,5,0,20,4,94,5,Yes,0,0.0
3950,Female,76,50,55,7.5,96,56,80,1,0,1,4,67,2,No,1,5.9
3951,Female,67,54,67,7.27,92,98,77,1,1,1,3,71,0,No,1,10.82
3952,Male,91,78,55,7.47,66,97,85,3,3,14,0,70,1,Yes,0,0.0
3953,Male,68,94,71,7.54,52,80,40,0,4,22,0,90,4,No,0,0.0
3954,Male,70,63,51,8.29,71,94,41,5,3,13,4,68,3,Yes,0,0.0
3955,Female,51,94,61,9.72,67,86,62,5,2,24,1,83,0,Yes,1,10.1
3956,Female,89,86,83,6.75,88,43,80,4,4,7,0,94,3,No,1,6.82
3957,Female,53,60,58,8.55,54,56,84,1,1,13,2,68,1,No,1,14.1
3958,Female,92,74,57,6.3,89,80,85,0,1,18,2,70,3,Yes,0,0.0
3959,Male,68,66,82,6.8,59,74,89,4,3,21,1,95,2,Yes,0,0.0
3960,Female,53,66,87,7.7,69,60,43,2,0,13,0,88,1,Yes,0,0.0
3961,Female,90,55,51,9.44,92,87,93,4,4,17,0,66,1,No,1,12.06
3962,Female,63,83,74,5.79,69,52,82,1,5,11,2,92,2,Yes,0,0.0
3963,Female,60,86,73,8.74,89,92,95,5,2,17,4,94,4,Yes,1,13.18
3964,Female,95,71,58,6.88,44,80,74,0,4,23,5,85,5,Yes,0,0.0
3965,Female,69,95,95,8.26,56,86,75,0,0,24,4,64,4,No,0,0.0
3966,Male,64,87,60,9.02,80,59,49,2,1,0,2,68,5,No,0,0.0
3967,Male,93,51,74,5.61,83,48,98,5,1,14,4,62,4,No,0,0.0
3968,Male,62,70,74,8.53,71,62,40,3,4,9,0,70,0,Yes,0,0.0
3969,Female,87,51,56,7.37,87,67,70,0,5,1,1,97,5,No,0,0.0
3970,Male,71,78,79,5.83,64,85,85,2,2,21,5,97,2,No,1,10.21
3971,Female,71,61,61,8.49,50,40,67,5,3,6,3,94,4,No,0,0.0
3972,Male,94,56,81,9.74,90,77,74,3,5,18,1,98,1,No,1,9.45
3973,Female,51,95,83,7.84,89,45,57,0,2,24,3,71,1,No,0,0.0
3974,Male,84,53,83,8.7,59,92,46,1,5,17,0,91,3,No,0,0.0
3975,Male,68,65,69,8.37,78,85,95,3,1,6,3,72,2,Yes,1,13.55
3976,Female,90,51,87,6.5,76,97,93,0,3,23,0,89,5,No,0,0.0
3977,Female,76,56,80,8.13,60,93,81,4,4,23,1,92,4,No,0,0.0
3978,Male,81,88,70,6.63,58,65,81,2,5,0,3,80,4,Yes,0,0.0
3979,Female,87,63,94,7.72,87,87,69,2,5,10,1,65,0,Yes,1,6.92
3980,Male,76,88,93,5.6,60,91,86,0,1,17,5,78,0,No,1,3.79
3981,Male,77,91,74,6.62,42,57,47,5,4,13,2,85,1,No,0,0.0
3982,Female,92,56,50,8.16,74,90,89,3,1,4,3,94,3,No,0,0.0
3983,Female,88,74,57,7.42,52,88,72,2,4,11,0,98,3,No,0,0.0
3984,Female,59,52,82,7.09,86,85,68,3,5,4,3,63,5,No,0,0.0
3985,Male,67,83,56,6.22,92,60,95,1,4,11,5,88,3,No,0,0.0
3986,Female,82,68,93,6.55,54,86,47,5,1,1,3,95,1,No,1,6.46
3987,Male,51,87,89,8.26,82,83,61,5,0,17,2,82,2,No,1,14.83
3988,Male,95,84,93,6.02,57,57,46,4,4,12,3,87,4,Yes,0,0.0
3989,Female,74,59,54,7.39,76,76,46,5,0,9,4,81,0,No,1,11.95
3990,Female,88,79,65,9.78,45,60,43,2,2,22,3,97,3,No,0,0.0
3991,Male,95,82,51,6.15,51,73,85,3,4,19,2,65,2,No,0,0.0
3992,Male,58,83,85,8.54,75,49,98,1,1,22,0,76,3,No,0,0.0
3993,Female,65,64,58,7.07,55,62,74,5,2,19,3,94,3,Yes,0,0.0
3994,Female,78,89,66,7.33,86,50,59,3,2,14,2,84,0,No,0,0.0
3995,Male,76,69,50,9.15,69,98,46,1,4,17,5,92,4,No,0,0.0
3996,Female,50,93,61,6.33,94,77,53,3,2,10,0,83,1,No,0,0.0
3997,Female,68,50,83,6.36,92,57,97,4,1,22,4,70,2,No,1,9.37
3998,Male,57,79,82,8.57,65,94,81,4,5,16,3,74,3,Yes,0,0.0
3999,Female,91,61,52,7.96,92,60,95,5,1,24,5,91,1,No,1,3.07
4000,Male,72,82,84,6.48,76,66,81,2,3,18,4,98,5,Yes,0,0.0
4001,Female,78,54,52,9.44,75,56,50,5,3,6,2,65,3,No,0,0.0
4002,Female,85,88,78,8.44,40,90,62,3,3,22,3,69,5,No,0,0.0
4003,Male,53,79,59,7.88,61,82,67,5,2,2,5,87,2,Yes,1,7.77
4004,Female,60,95,87,8.45,84,74,77,2,4,6,2,66,4,No,0,0.0
4005,Male,85,51,77,6.2,69,87,97,5,2,10,5,93,5,No,1,14.9
4006,Female,83,95,63,6.29,43,67,95,5,2,16,3,79,2,No,1,9.72
4007,Male,81,76,57,5.54,97,50,49,1,3,1,5,70,3,No,0,0.0
4008,Male,71,66,55,9.32,56,86,82,0,0,8,5,89,0,Yes,1,7.93
4009,Female,82,68,72,7.11,71,90,77,0,2,3,4,67,3,Yes,0,0.0
4010,Male,69,88,57,7.9,44,90,86,2,2,19,5,95,5,Yes,0,0.0
4011,Male,95,94,51,7.95,70,49,81,5,2,13,5,63,4,No,0,0.0
4012,Male,91,77,53,7.32,52,77,71,3,2,11,4,89,4,Yes,0,0.0
4013,Male,78,84,77,9.56,93,54,58,2,4,4,4,62,2,Yes,0,0.0
4014,Female,82,66,53,6.53,97,69,86,5,2,17,2,70,3,No,0,0.0
4015,Male,58,71,75,9.8,98,71,76,3,1,4,1,65,1,Yes,1,3.5
4016,Female,50,79,90,9.64,95,52,51,5,5,13,3,98,3,No,0,0.0
4017,Male,92,69,57,6.34,57,94,79,5,4,1,2,67,1,No,1,11.87
4018,Male,53,95,84,8.46,52,99,80,5,4,9,4,67,3,No,0,0.0
4019,Male,50,81,84,6.82,51,60,76,3,3,24,5,98,1,No,1,11.96
4020,Male,74,80,73,6.56,82,42,83,4,1,13,3,65,1,Yes,1,12.8
4021,Male,91,50,58,9.0,62,63,44,2,3,22,1,99,5,Yes,0,0.0
4022,Female,50,94,93,5.64,58,78,60,1,0,22,5,68,4,No,0,0.0
4023,Male,91,94,78,8.48,84,64,67,2,4,15,3,98,3,Yes,0,0.0
4024,Female,73,70,86,5.6,50,89,51,4,0,12,2,74,0,No,1,3.64
4025,Male,89,55,88,6.92,89,57,71,4,0,14,4,85,2,Yes,1,7.51
4026,Female,92,92,58,6.33,55,40,90,1,3,23,3,83,2,No,0,0.0
4027,Male,79,82,95,8.11,66,60,52,5,4,10,3,80,2,No,1,5.27
4028,Male,77,53,94,9.71,66,40,61,5,5,24,5,61,2,Yes,1,5.04
4029,Female,58,63,83,7.58,46,41,49,4,3,17,1,83,0,Yes,0,0.0
4030,Female,83,72,52,5.9,44,65,49,4,4,8,2,79,4,Yes,0,0.0
4031,Female,94,56,72,7.85,48,47,63,1,3,8,0,64,2,No,0,0.0
4032,Female,93,77,64,6.27,40,83,78,4,0,8,1,72,2,Yes,1,5.47
4033,Male,58,51,58,7.55,69,69,96,4,3,20,5,65,3,No,0,0.0
4034,Female,76,65,80,6.44,69,82,91,3,4,10,1,95,2,Yes,1,12.08
4035,Female,72,73,55,7.22,51,42,81,1,4,8,3,77,3,Yes,0,0.0
4036,Female,83,62,72,7.99,45,55,82,0,4,0,4,75,3,No,0,0.0
4037,Female,51,67,72,8.7,54,81,81,0,4,3,3,85,5,No,1,4.42
4038,Female,85,76,78,5.58,59,66,90,1,4,14,4,66,0,Yes,1,10.94
4039,Male,68,77,57,6.41,95,80,58,0,5,16,0,69,2,Yes,0,0.0
4040,Female,57,88,84,8.7,45,59,53,1,3,18,2,66,1,No,0,0.0
4041,Male,76,66,66,6.88,58,47,77,4,0,21,4,98,0,Yes,1,14.18
4042,Female,77,89,81,7.08,65,52,70,5,3,7,0,64,1,No,0,0.0
4043,Male,91,61,53,5.96,84,57,42,1,4,21,5,91,3,No,0,0.0
4044,Male,62,57,57,8.14,82,48,52,4,2,23,1,73,1,Yes,0,0.0
4045,Female,58,81,51,7.32,50,65,86,3,2,9,1,99,5,Yes,0,0.0
4046,Male,64,62,76,8.88,89,80,92,0,5,24,0,73,5,No,1,4.46
4047,Male,89,67,80,9.06,87,42,97,4,1,4,4,91,2,Yes,1,3.62
4048,Female,63,70,89,6.16,85,95,86,3,0,2,0,61,5,Yes,0,0.0
4049,Male,82,83,82,8.81,43,69,58,2,2,17,1,76,0,No,1,4.32
4050,Male,77,52,61,8.76,51,58,73,2,3,18,2,60,2,No,0,0.0
4051,Female,76,53,78,9.01,86,57,93,4,0,10,4,62,2,Yes,1,5.75
4052,Female,59,71,66,7.47,76,57,77,5,3,8,1,60,5,No,1,7.5
4053,Female,72,50,71,8.7,55,53,53,0,3,23,0,61,3,Yes,0,0.0
4054,Male,56,68,60,9.5,66,69,94,5,3,13,4,76,1,Yes,1,11.62
4055,Male,75,76,67,8.92,65,96,60,4,0,15,4,81,4,No,0,0.0
4056,Female,84,82,84,8.83,58,64,76,5,3,0,5,98,1,Yes,1,6.42
4057,Female,58,78,74,6.0,55,65,63,0,5,7,3,65,5,No,1,12.12
4058,Female,73,61,82,9.15,89,58,59,0,0,8,3,89,1,Yes,0,0.0
4059,Male,74,94,68,9.69,71,91,64,2,1,23,1,97,1,No,1,6.59
4060,Female,64,69,94,7.14,70,41,92,1,5,7,4,83,0,No,1,11.53
4061,Female,95,62,81,7.06,70,67,91,3,1,4,5,63,2,No,1,12.18
4062,Male,87,73,70,9.24,93,92,79,1,3,1,3,95,3,No,0,0.0
4063,Female,75,94,85,7.63,60,89,71,0,5,8,0,86,0,Yes,1,8.43
4064,Female,72,85,92,9.48,56,62,51,2,5,1,4,78,0,Yes,1,5.95
4065,Female,84,55,83,9.59,44,79,43,5,4,0,5,79,4,Yes,0,0.0
4066,Female,51,50,78,7.47,76,99,58,5,5,24,2,67,2,Yes,1,12.42
4067,Male,91,62,91,6.78,76,64,59,4,3,1,3,68,0,Yes,1,9.58
4068,Male,54,78,71,9.44,49,55,82,1,3,3,3,72,1,No,1,3.23
4069,Female,87,81,90,6.11,93,85,45,2,2,21,4,71,5,Yes,0,0.0
4070,Female,55,66,59,9.43,66,61,45,4,1,6,2,64,1,No,1,4.14
4071,Male,92,66,52,6.82,68,43,87,4,0,4,2,60,2,Yes,0,0.0
4072,Male,92,90,71,6.4,69,60,61,1,5,11,4,66,1,Yes,0,0.0
4073,Male,70,84,62,7.28,42,45,92,0,3,16,4,89,1,Yes,1,13.91
